name,pos,ang,sca,coll
1st_saku.X,-180.5251/123.86/259.2949,0.579708/-0.308914/0.550165/0.515586,1/1/1,0,0
1st_saku.X,-187.2635/126.22/252.99,-0.737370/-0.144686/0.083768/0.654473,1/0.9999997/1,0,0
house1.X,-194.25/120.31/203.63,0.693578/0.000000/0.720382/0.000000,1/1.000001/1,0,0
Building_e.X,-171.1/124.31/195.71,0.127348/0.695545/0.695545/-0.127348,1/1/1,0,0
Building_A.X,-156.75/121.81/222.6,-0.707107/0.000000/0.000000/0.707107,1/1.000001/1.000001,0,0
Building_A.X,-170.8/121.81/222.36,-0.707107/0.000000/0.000000/0.707107,1/1.000001/1.000001,0,0
Building_B.X,-137.87/121.81/211,-0.558087/0.434210/0.434210/0.558087,1/1/1,0,0
fence_a.X,-100.01/123.58/200.23,0.500000/0.500000/0.500000/0.500000,1/1/1,0,0
fence_a.X,-97.6/123.58/205.87,0.501381/0.498615/0.444128/0.550227,1/1/1,0,0
fence_a.X,-106.53/123.34/206.13,0.465448/0.532314/0.487349/0.512339,1/1.000001/0.9999999,0,0
fence_a.X,-152.59/122.22/223.86,0.556024/0.626602/0.380776/0.391429,1.000001/1/1.000001,0,0
fence_a.X,-148.61/122.67/225.11,0.309414/0.307606/0.599574/0.670934,1.000001/1/1,0,0
Well.X,-148.49/121.86/212.17,-0.500000/0.500000/0.500000/0.500000,1/1/1,0,0
fence_a.X,-135.58/122.33/229.42,0.652946/0.619361/-0.260943/-0.349232,1/1/1,0,0
fence_a.X,-138.8764/121.9074/226.3118,0.595502/0.779656/-0.191682/-0.027786,1/1/0.9999999,0,0
fence_a.X,-135.83/122.36/223.76,0.330826/0.312815/-0.663150/-0.594082,1/1/1,0,0
fence_a.X,-174.93/122.35/209.29,-0.002749/-0.002749/0.707102/0.707102,1/1/1,0,0
fence_a.X,-178.9813/122.7541/216.3378,-0.342625/-0.366449/0.580018/0.641797,1/1/1,0,0
fence_a.X,-174.46/121.9/222.5,0.227424/0.278372/0.634375/0.684365,1/1/1,0,0
fence_a.X,-178.04/122.65/221.89,-0.303234/-0.408381/0.601549/0.615965,1/1.000001/1,0,0
fence_a.X,-145.62/122.74/229.62,0.087508/0.107787/0.665201/0.733643,1/1/1,0,0
fence_a.X,-131.6/122.19/221.55,0.231323/0.202474/-0.704716/-0.639429,1/1/0.9999999,0,0
fence_c.X,-164.76/122.26/216.54,-0.310495/-0.245083/-0.083197/0.914662,1/1/1,0,0
fence_c.X,-164.11/122.26/216.51,-0.363645/0.000000/0.000000/0.931538,1/1/1,0,0
fence_c.X,-165.26/122.26/215.71,-0.276189/-0.676973/-0.290940/0.617075,0.9999999/1/0.9999999,0,0
fence_c.X,-164.58/122.26/214.63,0.039284/0.913112/0.395554/-0.090663,1/1/1,0,0
fence_c.X,-163.8/122.26/214.81,-0.041957/0.938826/0.318698/0.123599,1/1/1,0,0
fence_c.X,-163.47/122.26/216.32,-0.393903/0.338870/0.107483/0.847617,1/1/1,0,0
fence_c.X,-163.26/122.26/215.76,-0.227298/0.669579/0.227298/0.669579,1/1/1,0,0
fence_c.X,-163.69/122.26/215.23,-0.158310/0.841682/0.364615/0.365466,1.000001/1/1,0,0
fence_c.X,-164.85/122.28/215.27,0.348017/0.385844/-0.213535/0.827292,1/1/1,0,0
fence_a.X,-102.31/123.62/206.13,0.465448/0.532314/0.487349/0.512339,1/0.9999996/0.9999996,0,0
fence_a.X,-97.6/123.58/208.64,0.473459/0.525202/0.473459/0.525202,1/1/1,0,0
fence_a.X,-106.4645/123.45/208.9,0.424812/0.565274/0.523899/0.474900,1/0.9999998/0.9999996,0,0
fence_a.X,-102.372/122.56/208.9,0.502338/0.497651/0.449446/0.545892,1/0.9999999/0.9999999,0,0
fence_a.X,-97.51193/122.8975/211.68,0.448272/0.546857/0.497601/0.502388,1/0.9999999/0.9999999,0,0
fence_a.X,-106.53/123.1/211.94,0.476503/0.522441/0.476503/0.522441,1/0.9999999/0.9999998,0,0
fence_a.X,-102.3458/123.44/211.94,0.486899/0.512766/0.465914/0.531906,0.9999998/0.9999998/0.9999996,0,0
fence_a.X,-97.6/123.58/214.57,0.501381/0.498615/0.444128/0.550227,1/1/1,0,0
fence_a.X,-106.53/123.24/214.83,0.465448/0.532314/0.487349/0.512339,1/0.9999996/0.9999996,0,0
fence_a.X,-102.31/123.62/214.83,0.465448/0.532314/0.487349/0.512339,1/0.9999996/0.9999996,0,0
tree.X,-103.89/121.69/201.08,0.707107/0.000000/0.000000/-0.707107,15/15/15,0,1
Tent.X,-135.3/121.86/197.07,-0.179227/0.684016/0.684016/0.179227,1/1/1,0,0
Tent.X,-135.1814/121.86/199.2979,-0.210309/0.675108/0.675108/0.210309,1.000001/1/1,0,0
Food_A.X,-136.75/121.79/197.61,-0.610948/0.356010/0.356010/0.610948,0.9999999/1/1,0,0
Food_A.X,-136.33/121.79/197.15,-0.610948/0.356010/0.356010/0.610948,0.9999999/1/1,0,0
Food_A.X,-138.33/121.79/196.76,-0.610948/0.356010/0.356010/0.610948,0.9999999/1/1,0,0
Food_A.X,-137.85/121.79/196.3,-0.610948/0.356010/0.356010/0.610948,0.9999999/1/1,0,0
Food_A.X,-137.54/121.79/197.17,-0.610948/0.356010/0.356010/0.610948,0.9999999/1/1,0,0
Food_A.X,-137.09/121.79/196.73,-0.610948/0.356010/0.356010/0.610948,0.9999999/1/1,0,0
Food_A.X,-137.76/121.98/197.41,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-137.46/121.98/196.54,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-136.83/121.98/197.2,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.31/121.79/197.51,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-137.52/121.79/197.92,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Building_B.X,-129.1539/121.81/253.1814,0.019546/0.706837/0.706837/-0.019546,1/1/1,0,0
Building_A.X,-145.21/121.81/254.06,0.019546/0.706837/0.706837/-0.019546,1/1/1,0,0
Building_A.X,-113.31/121.81/253.06,0.513630/0.485988/0.485988/-0.513630,1.000001/1/1,0,0
Building_B.X,-125.72/121.81/261.68,-0.485988/0.513630/0.513630/0.485988,1/1/1,0,0
1st_ie.X,-126.98/125.96/267.75,0.000000/0.999480/0.000000/-0.032261,1.000001/1/1.000001,0,0
Food_A.X,-137.31/121.79/194.63,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-136.89/121.79/194.17,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.89/121.79/193.78,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.41/121.79/193.32,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.1/121.79/194.19,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-137.65/121.79/193.75,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.32/121.98/194.43,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.02/121.98/193.56,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-137.39/121.98/194.22,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.87/121.79/194.53,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-138.08/121.79/194.94,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-139.42/121.79/196.1,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-139/121.79/195.64,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-141/121.79/195.25,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-140.52/121.79/194.79,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-140.21/121.79/195.66,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-139.76/121.79/195.22,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-140.43/121.98/195.9,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-140.13/121.98/195.03,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-139.5/121.98/195.69,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-140.98/121.79/196,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
Food_A.X,-140.19/121.79/196.41,-0.610948/0.356010/0.356010/0.610948,0.9999999/0.9999999/1,0,0
fence_a.X,-176.3385/122.1606/213.2282,-0.169686/-0.275546/0.672838/0.665260,1/1.000001/1,0,0
