name,pos,ang,sca,coll
coll,-0.86/2.63/-4.72,-0.2819159/0.6484778/-0.2819159/0.6484778,3/0.5000001/6,1,1
coll,0.78/2.630005/-4.811997,0.2793157/0.6500499/0.2800403/0.6488414,2.8/0.5000001/6.000001,1,1
coll,-4.19/7.95/-4.69,-0.2325801/0.6677623/0.2325801/0.6677623,11.8/1/4.800001,1,1
coll,-4.19/4.81/-4.65,-0.6677628/0.2325787/0.6677628/0.2325787,11.8/1/4.800001,1,1
fence_a.X,-66.39999/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-90.38/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
Building_A.X,-50.5/55.51/513.4399,-0.5/0.5/0.5/0.5,1/1/1,0,0
coll,-4.19/6.35/-1.94,0/0.7071068/0/0.7071068,11.8/4/6.400002,1,1
coll,0.02/1.86/-2.04,0/0.7071068/0/0.7071068,3.5/4/4.000001,1,1
coll,-0.86/2.63/-4.72,-0.2819159/0.6484778/-0.2819159/0.6484778,3/0.5000001/6,1,1
coll,0.78/2.630005/-4.811997,0.2793157/0.6500499/0.2800403/0.6488414,2.8/0.5000001/6.000001,1,1
coll,-4.19/7.95/-4.69,-0.2325801/0.6677623/0.2325801/0.6677623,11.8/1/4.800001,1,1
coll,-4.19/4.81/-4.65,-0.6677628/0.2325787/0.6677628/0.2325787,11.8/1/4.800001,1,1
Building_e.X,-110.6/58.39/502.64,0/0.7071068/0.7071068/0,1/1/1,0,0
coll,-0.4/-12.1/1,0/1/0/0,0.5000004/4.000001/0.5000005,1,1
coll,2.81/-12.1/1,0/1/0/0,0.5000004/4.000001/0.5000005,1,1
coll,1.24/-2.5/1,0/1/0/0,24.50002/3.700002/13.00001,1,1
coll,1.2/-5.550001/-3.36,0/0.9455187/-0.3255681/0,25.00002/1/8.500009,1,1
coll,1.2/0.5299995/-3.37,0/0.9455187/0.3255681/0,25.00002/1/8.500008,1,1
coll,-6.78/-2.680001/-5,0.358368/0.9335805/0/0,0.5000002/3.000001/13,1,1
coll,0.29/1.07/-5.050001,0.358368/0.9335805/0/0,0.5000002/2.900001/6.000002,1,1
coll,0.31/-9.400002/-1.94,0.3624381/0.932008/0/0,0.5000004/3.100002/6.000005,1,1
coll,7.09/-2.680001/-4.99,0.3665012/0.9304177/0/0,0.5000004/3.000001/13.00001,1,1
coll,-5.09/-2.680001/-5.02,-0.358368/0.9335805/0/0,0.5000002/3.000001/13,1,1
coll,1.93/1.07/-5.04,-0.358368/0.9335805/0/0,0.5000002/2.900001/6.000002,1,1
coll,2.07/-9.400002/-1.98,-0.362438/0.932008/0/0,0.5000002/3.100001/6.000002,1,1
coll,8.79/-2.680001/-4.99,-0.3665012/0.9304177/0/0,0.5000004/3.000001/13.00001,1,1
coll,-5.91/-2.54/-2.96,0/1/0/0,3.500003/2.500001/13.00001,1,1
coll,1.1/0.9199998/-2.96,0/1/0/0,3.500003/2.500001/6.000005,1,1
coll,7.9/-2.54/-2.96,0/1/0/0,3.500003/2.500001/13.00001,1,1
fence_a.X,-51.87/60.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-72.45/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-78.42/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-54.93/60.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-75.42999/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-84.33/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-101.85/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-87.32001/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-98.87/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-113.87/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-116.66/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-122.63/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-125.69/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-131.66/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-96.35001/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-140.15/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-143.21/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-146.19/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
Building_A.X,-125.5/56.09/559.9399,-0.7071068/0/0/0.7071068,1/1/1,0,0
coll,-4.19/6.35/-1.94,0/0/0/1,11.8/4.000001/6.400002,1,1
coll,0.02/1.86/-2.04,0/0/0/1,3.5/4.000001/4.000001,1,1
coll,-0.86/2.63/-4.72,0/0/-0.3986893/0.9170861,3/0.5000001/6.000001,1,1
coll,0.78/2.630005/-4.811997,-0.0005123317/0.0008545369/0.3955244/0.918455,2.8/0.5000001/6.000001,1,1
coll,-4.19/7.95/-4.69,-0.328918/0/0/0.9443586,11.8/1/4.800001,1,1
coll,-4.19/4.81/-4.65,-0.9443592/0/0/0.328916,11.8/1.000001/4.800003,1,1
Building_A.X,-70.7/57.91/559.9399,-0.7071068/0/0/0.7071068,1/1/1,0,0
coll,-4.19/6.35/-1.94,0/0/0/1,11.8/4.000001/6.400002,1,1
coll,0.02/1.86/-2.04,0/0/0/1,3.5/4.000001/4.000001,1,1
coll,-0.86/2.63/-4.72,0/0/-0.3986893/0.9170861,3/0.5000001/6.000001,1,1
coll,0.78/2.630005/-4.811997,-0.0005123317/0.0008545369/0.3955244/0.918455,2.8/0.5000001/6.000001,1,1
coll,-4.19/7.95/-4.69,-0.328918/0/0/0.9443586,11.8/1/4.800001,1,1
coll,-4.19/4.81/-4.65,-0.9443592/0/0/0.328916,11.8/1.000001/4.800003,1,1
fence_a.X,-45.9/61.1/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-63.42/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-60.9/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-69.39/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-81.35001/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-104.84/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-149.18/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-93.36/59.8/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-128.67/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-161.37/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-119.64/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-134.18/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-164.24/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
Building_A.X,-160.86/55.8/547.38,-0.4939747/-0.5059536/-0.5059535/0.4939747,1/1/1,0,0
coll,-4.19/6.35/-1.94,0/-0.7155265/8.940697E-08/0.6985858,11.8/4/6.400003,1,1
coll,0.02/1.86/-2.04,0/-0.7155265/8.940697E-08/0.6985858,3.500001/4/4.000001,1,1
coll,-0.86/2.63/-4.72,0.2852727/-0.6561993/-0.2785186/0.6406633,3/0.5000001/6.000001,1,1
coll,0.78/2.630005/-4.811997,-0.2833661/-0.6565818/0.2759412/0.642231,2.8/0.5000001/6.000002,1,1
coll,-4.19/7.95/-4.69,-0.2297774/-0.6757134/-0.2353494/0.6597154,11.8/1/4.8,1,1
coll,-4.19/4.81/-4.65,-0.6597158/-0.2353482/-0.6757139/0.229776,11.8/1/4.800002,1,1
fence_a.X,-48.88/61/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-57.91/60.2/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-110.88/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-107.9/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-137.16/58.89/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-167.3/58.71/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-170.28/58.71/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-173.27/58.71/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
Building_B.X,-160.46/55.75/527.22,-0.5/-0.5/-0.5/0.5,1/1/1,0,0
coll,-0.04/6.39/-1.73,-0.5/-0.5/-0.5/0.5,11.8/6.8/4,1,1
coll,-0.04/4.96/-4.73,-0.3016828/-0.6395213/-0.3016828/0.6395213,11.8/4.5/1,1,1
coll,-0.04/7.91/-4.75,-0.6350703/-0.3109434/-0.6350703/0.3109434,11.8/4.500002/1,1,1
coll,-0.02/2.86/-1.8,-0.5/-0.5/-0.5/0.5,3.5/6/4.5,1,1
coll,0.88/2.67/-4.63,-0.6594821/-0.6594821/-0.2551145/0.2551145,3/6/0.5,1,1
coll,-0.92/2.67/-4.76,-0.2551145/-0.2551145/-0.6594821/0.6594821,3.000001/6.000004/0.3,1,1
Building_B.X,-160.46/55.75/558.12,-0.5/-0.5/-0.5/0.5,1/1/1,0,0
coll,-0.04/6.39/-1.73,-0.5/-0.5/-0.5/0.5,11.8/6.8/4,1,1
coll,-0.04/4.96/-4.73,-0.3016828/-0.6395213/-0.3016828/0.6395213,11.8/4.5/1,1,1
coll,-0.04/7.91/-4.75,-0.6350703/-0.3109434/-0.6350703/0.3109434,11.8/4.500002/1,1,1
coll,-0.02/2.86/-1.8,-0.5/-0.5/-0.5/0.5,3.5/6/4.5,1,1
coll,0.88/2.67/-4.63,-0.6594821/-0.6594821/-0.2551145/0.2551145,3/6/0.5,1,1
coll,-0.92/2.67/-4.76,-0.2551145/-0.2551145/-0.6594821/0.6594821,3.000001/6.000004/0.3,1,1
fence_a.X,-174.8511/58.36/572.8743,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-175.0794/58.34/569.8227,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-176.61/57.38/549.38,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-175.5252/57.84/563.8695,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-176.1591/57.53/555.4031,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-176.3877/57.53/552.3517,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-176.8333/57.41/546.3983,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-175.302/58.05/566.8511,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-177.0691/57.34/543.2471,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-177.7434/57.34/534.2424,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-177.9577/57.34/531.3803,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-175.7133/57.78/561.3566,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-175.9359/57.66/558.3848,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
