name,pos,ang,sca
Yashi.X,21/68.3/1407.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,37.8/68.3/1407.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,4.8/68.3/1394.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-12/68.3/1394.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-23.2/68.3/1411.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-6.5/68.3/1411.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-68.1/68.3/1364.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-84.8/68.3/1364.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-73.6/68.3/1346.9,270/0/0,2.54/2.540001/2.540001
Yashi.X,-56.8/68.3/1346.9,270/0/0,2.54/2.540001/2.540001
Yashi.X,-23.8/68.3/1360.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-40.6/68.3/1360.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-51.8/68.3/1378.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-35.1/68.3/1378.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,58.1/68.3/1368.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,41.4/68.3/1368.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,52.6/68.3/1350.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,69.4/68.3/1350.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,36.4/68.3/1336.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,19.6/68.3/1336.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,8.4/68.3/1354.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,25.1/68.3/1354.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-294/68.3/1354.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-310/68.3/1354.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-299/68.3/1336.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-282/68.3/1336.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-249/68.3/1350.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-266/68.3/1350.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-277/68.3/1368.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,-261/68.3/1368.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,-354/68.3/1378.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-370/68.3/1378.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-359/68.3/1360.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-342/68.3/1360.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-375/68.3/1346.9,270/0/0,2.54/2.540001/2.540001
Yashi.X,-392/68.3/1346.9,270/0/0,2.54/2.540001/2.540001
Yashi.X,-403/68.3/1364.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-387/68.3/1364.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-325/68.3/1411.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-342/68.3/1411.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-331/68.3/1394.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-314/68.3/1394.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-281/68.3/1407.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-298/68.3/1407.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-309/68.3/1425.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-292/68.3/1425.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-199/68.3/1415.4,270/0/0,2.54/2.540001/2.540001
Yashi.X,-216/68.3/1415.4,270/0/0,2.54/2.540001/2.540001
Yashi.X,-204/68.3/1397.7,270/0/0,2.54/2.540001/2.540001
Yashi.X,-188/68.3/1397.7,270/0/0,2.54/2.540001/2.540001
Yashi.X,-221/68.3/1384,270/0/0,2.54/2.540001/2.540001
Yashi.X,-237/68.3/1384,270/0/0,2.54/2.540001/2.540001
Yashi.X,-249/68.3/1401.7,270/0/0,2.54/2.540001/2.540001
Yashi.X,-232/68.3/1401.7,270/0/0,2.54/2.540001/2.540001
Yashi.X,-256/68.3/1311.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,-273/68.3/1311.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,-262/68.3/1293.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-245/68.3/1293.5,270/0/0,2.54/2.540001/2.540001
Yashi.X,-212/68.3/1307.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,-229/68.3/1307.2,270/0/0,2.54/2.540001/2.540001
Yashi.X,-240/68.3/1324.9,270/0/0,2.54/2.540001/2.540001
Yashi.X,-223/68.3/1324.9,270/0/0,2.54/2.540001/2.540001
Yashi.X,-316/68.3/1335,270/0/0,2.54/2.540001/2.540001
Yashi.X,-333/68.3/1335,270/0/0,2.54/2.540001/2.540001
Yashi.X,-322/68.3/1317.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-305/68.3/1317.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-338/68.3/1303.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-355/68.3/1303.6,270/0/0,2.54/2.540001/2.540001
Yashi.X,-366/68.3/1321.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-349/68.3/1321.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-411/68.27/1274.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-428/68.27/1274.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-417/68.27/1256.4,270/0/0,2.54/2.540001/2.540001
Yashi.X,-400/68.27/1256.4,270/0/0,2.54/2.540001/2.540001
Yashi.X,-367/68.27/1270.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-384/68.27/1270.1,270/0/0,2.54/2.540001/2.540001
Yashi.X,-395/68.27/1287.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-378/68.27/1287.8,270/0/0,2.54/2.540001/2.540001
Yashi.X,-285/68.27/1277.7,270/0/0,2.54/2.540001/2.540001
Yashi.X,-302/68.27/1277.7,270/0/0,2.54/2.540001/2.540001
Yashi.X,-290/68.27/1260,270/0/0,2.54/2.540001/2.540001
Yashi.X,-274/68.27/1260,270/0/0,2.54/2.540001/2.540001
Yashi.X,-307/68.27/1246.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-323/68.27/1246.3,270/0/0,2.54/2.540001/2.540001
Yashi.X,-335/68.27/1264,270/0/0,2.54/2.540001/2.540001
Yashi.X,-318/68.27/1264,270/0/0,2.54/2.540001/2.540001
Yashi.X,25.1/68/1664,270/0/0,2.54/2.540001/2.540001
Yashi.X,8.4/68/1664,270/0/0,2.54/2.540001/2.540001
Yashi.X,19.6/68/1647,270/0/0,2.54/2.540001/2.540001
Yashi.X,36.4/68/1647,270/0/0,2.54/2.540001/2.540001
Yashi.X,69.4/68/1660,270/0/0,2.54/2.540001/2.540001
Yashi.X,52.6/68/1660,270/0/0,2.54/2.540001/2.540001
Yashi.X,41.4/68/1678,270/0/0,2.54/2.540001/2.540001
Yashi.X,58.1/68/1678,270/0/0,2.54/2.540001/2.540001
Yashi.X,-35.1/68/1688,270/0/0,2.54/2.540001/2.540001
Yashi.X,-51.8/68/1688,270/0/0,2.54/2.540001/2.540001
Yashi.X,-40.6/68/1670,270/0/0,2.54/2.540001/2.540001
Yashi.X,-23.8/68/1670,270/0/0,2.54/2.540001/2.540001
Yashi.X,-56.8/68/1657,270/0/0,2.54/2.540001/2.540001
Yashi.X,-73.6/68/1657,270/0/0,2.54/2.540001/2.540001
Yashi.X,-84.8/68/1674,270/0/0,2.54/2.540001/2.540001
Yashi.X,-68.1/68/1674,270/0/0,2.54/2.540001/2.540001
Yashi.X,-6.5/68/1722,270/0/0,2.54/2.540001/2.540001
Yashi.X,-23.2/68/1722,270/0/0,2.54/2.540001/2.540001
Yashi.X,-12/68/1704,270/0/0,2.54/2.540001/2.540001
Yashi.X,4.8/68/1704,270/0/0,2.54/2.540001/2.540001
Yashi.X,37.8/68/1718,270/0/0,2.54/2.540001/2.540001
Yashi.X,21/68/1718,270/0/0,2.54/2.540001/2.540001
Yashi.X,9.8/68/1735,270/0/0,2.54/2.540001/2.540001
Yashi.X,26.5/68/1735,270/0/0,2.54/2.540001/2.540001
Yashi.X,119.7/68/1725,270/0/0,2.54/2.540001/2.540001
Yashi.X,103/68/1725,270/0/0,2.54/2.540001/2.540001
Yashi.X,114.2/68/1708,270/0/0,2.54/2.540001/2.540001
Yashi.X,131/68/1708,270/0/0,2.54/2.540001/2.540001
Yashi.X,98/68/1694,270/0/0,2.54/2.540001/2.540001
Yashi.X,81.2/68/1694,270/0/0,2.54/2.540001/2.540001
Yashi.X,70/68/1712,270/0/0,2.54/2.540001/2.540001
Yashi.X,86.7/68/1712,270/0/0,2.54/2.540001/2.540001
Yashi.X,62.4/68/1621,270/0/0,2.54/2.540001/2.540001
Yashi.X,45.7/68/1621,270/0/0,2.54/2.540001/2.540001
Yashi.X,56.9/68/1603,270/0/0,2.54/2.540001/2.540001
Yashi.X,73.7/68/1603,270/0/0,2.54/2.540001/2.540001
Yashi.X,106.7/68/1617,270/0/0,2.54/2.540001/2.540001
Yashi.X,89.9/68/1617,270/0/0,2.54/2.540001/2.540001
Yashi.X,78.7/68/1635,270/0/0,2.54/2.540001/2.540001
Yashi.X,95.4/68/1635,270/0/0,2.54/2.540001/2.540001
Yashi.X,2.2/68/1645,270/0/0,2.54/2.540001/2.540001
Yashi.X,-14.5/68/1645,270/0/0,2.54/2.540001/2.540001
Yashi.X,-3.3/68/1627,270/0/0,2.54/2.540001/2.540001
Yashi.X,13.5/68/1627,270/0/0,2.54/2.540001/2.540001
Yashi.X,-19.5/68/1613,270/0/0,2.54/2.540001/2.540001
Yashi.X,-36.3/68/1613,270/0/0,2.54/2.540001/2.540001
Yashi.X,-47.5/68/1631,270/0/0,2.54/2.540001/2.540001
Yashi.X,-30.8/68/1631,270/0/0,2.54/2.540001/2.540001
Yashi.X,-92.4/68/1584,270/0/0,2.54/2.540001/2.540001
Yashi.X,-109.1/68/1584,270/0/0,2.54/2.540001/2.540001
Yashi.X,-97.9/68/1566,270/0/0,2.54/2.540001/2.540001
Yashi.X,-81.1/68/1566,270/0/0,2.54/2.540001/2.540001
Yashi.X,-48.1/68/1580,270/0/0,2.54/2.540001/2.540001
Yashi.X,-64.9/68/1580,270/0/0,2.54/2.540001/2.540001
Yashi.X,-76.1/68/1598,270/0/0,2.54/2.540001/2.540001
Yashi.X,-59.4/68/1598,270/0/0,2.54/2.540001/2.540001
Yashi.X,33.8/68/1588,270/0/0,2.54/2.540001/2.540001
Yashi.X,17.1/68/1588,270/0/0,2.54/2.540001/2.540001
Yashi.X,28.3/68/1570,270/0/0,2.54/2.540001/2.540001
Yashi.X,45.1/68/1570,270/0/0,2.54/2.540001/2.540001
Yashi.X,12.1/68/1556,270/0/0,2.54/2.540001/2.540001
Yashi.X,-4.7/68/1556,270/0/0,2.54/2.540001/2.540001
Yashi.X,-15.9/68/1574,270/0/0,2.54/2.540001/2.540001
Yashi.X,0.82/68/1574,270/0/0,2.54/2.540001/2.540001
Yashi.X,675/68/1879,270/0/0,2.54/2.540001/2.540001
Yashi.X,659/68/1879,270/0/0,2.54/2.540001/2.540001
Yashi.X,670/68/1861,270/0/0,2.54/2.540001/2.540001
Yashi.X,687/68/1861,270/0/0,2.54/2.540001/2.540001
Yashi.X,720/68/1875,270/0/0,2.54/2.540001/2.540001
Yashi.X,703/68/1875,270/0/0,2.54/2.540001/2.540001
Yashi.X,692/68/1893,270/0/0,2.54/2.540001/2.540001
Yashi.X,708/68/1893,270/0/0,2.54/2.540001/2.540001
Yashi.X,615/68/1903,270/0/0,2.54/2.540001/2.540001
Yashi.X,599/68/1903,270/0/0,2.54/2.540001/2.540001
Yashi.X,610/68/1885,270/0/0,2.54/2.540001/2.540001
Yashi.X,627/68/1885,270/0/0,2.54/2.540001/2.540001
Yashi.X,594/68/1871,270/0/0,2.54/2.540001/2.540001
Yashi.X,577/68/1871,270/0/0,2.54/2.540001/2.540001
Yashi.X,566/68/1889,270/0/0,2.54/2.540001/2.540001
Yashi.X,582/68/1889,270/0/0,2.54/2.540001/2.540001
Yashi.X,644/68/1936,270/0/0,2.54/2.540001/2.540001
Yashi.X,627/68/1936,270/0/0,2.54/2.540001/2.540001
Yashi.X,638/68/1918,270/0/0,2.54/2.540001/2.540001
Yashi.X,655/68/1918,270/0/0,2.54/2.540001/2.540001
Yashi.X,688/68/1932,270/0/0,2.54/2.540001/2.540001
Yashi.X,671/68/1932,270/0/0,2.54/2.540001/2.540001
Yashi.X,660/68/1950,270/0/0,2.54/2.540001/2.540001
Yashi.X,677/68/1950,270/0/0,2.54/2.540001/2.540001
Yashi.X,770/68/1940,270/0/0,2.54/2.540001/2.540001
Yashi.X,753/68/1940,270/0/0,2.54/2.540001/2.540001
Yashi.X,765/68/1922,270/0/0,2.54/2.540001/2.540001
Yashi.X,781/68/1922,270/0/0,2.54/2.540001/2.540001
Yashi.X,748/68/1908,270/0/0,2.54/2.540001/2.540001
Yashi.X,732/68/1908,270/0/0,2.54/2.540001/2.540001
Yashi.X,720/68/1926,270/0/0,2.54/2.540001/2.540001
Yashi.X,737/68/1926,270/0/0,2.54/2.540001/2.540001
Yashi.X,761/68/2017,270/0/0,2.54/2.540001/2.540001
Yashi.X,745/68/2017,270/0/0,2.54/2.540001/2.540001
Yashi.X,756/68/1999,270/0/0,2.54/2.540001/2.540001
Yashi.X,773/68/1999,270/0/0,2.54/2.540001/2.540001
Yashi.X,806/68/2013,270/0/0,2.54/2.540001/2.540001
Yashi.X,789/68/2013,270/0/0,2.54/2.540001/2.540001
Yashi.X,778/68/2030,270/0/0,2.54/2.540001/2.540001
Yashi.X,794/68/2030,270/0/0,2.54/2.540001/2.540001
Yashi.X,701/68/2040,270/0/0,2.54/2.540001/2.540001
Yashi.X,684/68/2040,270/0/0,2.54/2.540001/2.540001
Yashi.X,696/68/2023,270/0/0,2.54/2.540001/2.540001
Yashi.X,712/68/2023,270/0/0,2.54/2.540001/2.540001
Yashi.X,679/68/2009,270/0/0,2.54/2.540001/2.540001
Yashi.X,663/68/2009,270/0/0,2.54/2.540001/2.540001
Yashi.X,651/68/2027,270/0/0,2.54/2.540001/2.540001
Yashi.X,668/68/2027,270/0/0,2.54/2.540001/2.540001
Yashi.X,607/68/1979,270/0/0,2.54/2.540001/2.540001
Yashi.X,590/68/1979,270/0/0,2.54/2.540001/2.540001
Yashi.X,601/68/1962,270/0/0,2.54/2.540001/2.540001
Yashi.X,618/68/1962,270/0/0,2.54/2.540001/2.540001
Yashi.X,651/68/1975,270/0/0,2.54/2.540001/2.540001
Yashi.X,634/68/1975,270/0/0,2.54/2.540001/2.540001
Yashi.X,623/68/1993,270/0/0,2.54/2.540001/2.540001
Yashi.X,640/68/1993,270/0/0,2.54/2.540001/2.540001
Yashi.X,733/68/1983,270/0/0,2.54/2.540001/2.540001
Yashi.X,716/68/1983,270/0/0,2.54/2.540001/2.540001
Yashi.X,727/68/1965,270/0/0,2.54/2.540001/2.540001
Yashi.X,744/68/1965,270/0/0,2.54/2.540001/2.540001
Yashi.X,711/68/1952,270/0/0,2.54/2.540001/2.540001
Yashi.X,694/68/1952,270/0/0,2.54/2.540001/2.540001
Yashi.X,683/68/1969,270/0/0,2.54/2.540001/2.540001
Yashi.X,700/68/1969,270/0/0,2.54/2.540001/2.540001
Yashi.X,357/68/1569,270/0/0,2.54/2.540001/2.540001
Yashi.X,340/68/1569,270/0/0,2.54/2.540001/2.540001
Yashi.X,352/68/1551,270/0/0,2.54/2.540001/2.540001
Yashi.X,368/68/1551,270/0/0,2.54/2.540001/2.540001
Yashi.X,401/68/1565,270/0/0,2.54/2.540001/2.540001
Yashi.X,385/68/1565,270/0/0,2.54/2.540001/2.540001
Yashi.X,373/68/1583,270/0/0,2.54/2.540001/2.540001
Yashi.X,390/68/1583,270/0/0,2.54/2.540001/2.540001
Yashi.X,297/68/1593,270/0/0,2.54/2.540001/2.540001
Yashi.X,280/68/1593,270/0/0,2.54/2.540001/2.540001
Yashi.X,291/68/1575,270/0/0,2.54/2.540001/2.540001
Yashi.X,308/68/1575,270/0/0,2.54/2.540001/2.540001
Yashi.X,275/68/1561,270/0/0,2.54/2.540001/2.540001
Yashi.X,258/68/1561,270/0/0,2.54/2.540001/2.540001
Yashi.X,247/68/1579,270/0/0,2.54/2.540001/2.540001
Yashi.X,264/68/1579,270/0/0,2.54/2.540001/2.540001
Yashi.X,326/68/1626,270/0/0,2.54/2.540001/2.540001
Yashi.X,309/68/1626,270/0/0,2.54/2.540001/2.540001
Yashi.X,320/68/1609,270/0/0,2.54/2.540001/2.540001
Yashi.X,337/68/1609,270/0/0,2.54/2.540001/2.540001
Yashi.X,370/68/1622,270/0/0,2.54/2.540001/2.540001
Yashi.X,353/68/1622,270/0/0,2.54/2.540001/2.540001
Yashi.X,342/68/1640,270/0/0,2.54/2.540001/2.540001
Yashi.X,359/68/1640,270/0/0,2.54/2.540001/2.540001
Yashi.X,452/68/1630,270/0/0,2.54/2.540001/2.540001
Yashi.X,435/68/1630,270/0/0,2.54/2.540001/2.540001
Yashi.X,446/68/1612,270/0/0,2.54/2.540001/2.540001
Yashi.X,463/68/1612,270/0/0,2.54/2.540001/2.540001
Yashi.X,430/68/1598,270/0/0,2.54/2.540001/2.540001
Yashi.X,413/68/1598,270/0/0,2.54/2.540001/2.540001
Yashi.X,402/68/1616,270/0/0,2.54/2.540001/2.540001
Yashi.X,419/68/1616,270/0/0,2.54/2.540001/2.540001
Yashi.X,443/68/1707,270/0/0,2.54/2.540001/2.540001
Yashi.X,426/68/1707,270/0/0,2.54/2.540001/2.540001
Yashi.X,438/68/1689,270/0/0,2.54/2.540001/2.540001
Yashi.X,454/68/1689,270/0/0,2.54/2.540001/2.540001
Yashi.X,487/68/1703,270/0/0,2.54/2.540001/2.540001
Yashi.X,471/68/1703,270/0/0,2.54/2.540001/2.540001
Yashi.X,459/68/1720,270/0/0,2.54/2.540001/2.540001
Yashi.X,476/68/1720,270/0/0,2.54/2.540001/2.540001
Yashi.X,383/68/1730,270/0/0,2.54/2.540001/2.540001
Yashi.X,366/68/1730,270/0/0,2.54/2.540001/2.540001
Yashi.X,377/68/1713,270/0/0,2.54/2.540001/2.540001
Yashi.X,394/68/1713,270/0/0,2.54/2.540001/2.540001
Yashi.X,361/68/1699,270/0/0,2.54/2.540001/2.540001
Yashi.X,344/68/1699,270/0/0,2.54/2.540001/2.540001
Yashi.X,333/68/1717,270/0/0,2.54/2.540001/2.540001
Yashi.X,350/68/1717,270/0/0,2.54/2.540001/2.540001
Yashi.X,288/68/1670,270/0/0,2.54/2.540001/2.540001
Yashi.X,272/68/1670,270/0/0,2.54/2.540001/2.540001
Yashi.X,283/68/1652,270/0/0,2.54/2.540001/2.540001
Yashi.X,300/68/1652,270/0/0,2.54/2.540001/2.540001
Yashi.X,333/68/1666,270/0/0,2.54/2.540001/2.540001
Yashi.X,316/68/1666,270/0/0,2.54/2.540001/2.540001
Yashi.X,305/68/1683,270/0/0,2.54/2.540001/2.540001
Yashi.X,321/68/1683,270/0/0,2.54/2.540001/2.540001
Yashi.X,414/68/1673,270/0/0,2.54/2.540001/2.540001
Yashi.X,398/68/1673,270/0/0,2.54/2.540001/2.540001
Yashi.X,409/68/1655,270/0/0,2.54/2.540001/2.540001
Yashi.X,426/68/1655,270/0/0,2.54/2.540001/2.540001
Yashi.X,393/68/1642,270/0/0,2.54/2.540001/2.540001
Yashi.X,376/68/1642,270/0/0,2.54/2.540001/2.540001
Yashi.X,365/68/1659,270/0/0,2.54/2.540001/2.540001
Yashi.X,381/68/1659,270/0/0,2.54/2.540001/2.540001
Yashi.X,700/68/1659,270/0/0,2.54/2.540001/2.540001
Yashi.X,683/68/1659,270/0/0,2.54/2.540001/2.540001
Yashi.X,694/68/1642,270/0/0,2.54/2.540001/2.540001
Yashi.X,711/68/1642,270/0/0,2.54/2.540001/2.540001
Yashi.X,744/68/1655,270/0/0,2.54/2.540001/2.540001
Yashi.X,727/68/1655,270/0/0,2.54/2.540001/2.540001
Yashi.X,716/68/1673,270/0/0,2.54/2.540001/2.540001
Yashi.X,733/68/1673,270/0/0,2.54/2.540001/2.540001
Yashi.X,640/68/1683,270/0/0,2.54/2.540001/2.540001
Yashi.X,623/68/1683,270/0/0,2.54/2.540001/2.540001
Yashi.X,634/68/1666,270/0/0,2.54/2.540001/2.540001
Yashi.X,651/68/1666,270/0/0,2.54/2.540001/2.540001
Yashi.X,618/68/1652,270/0/0,2.54/2.540001/2.540001
Yashi.X,601/68/1652,270/0/0,2.54/2.540001/2.540001
Yashi.X,590/68/1670,270/0/0,2.54/2.540001/2.540001
Yashi.X,607/68/1670,270/0/0,2.54/2.540001/2.540001
Yashi.X,668/68/1717,270/0/0,2.54/2.540001/2.540001
Yashi.X,651/68/1717,270/0/0,2.54/2.540001/2.540001
Yashi.X,663/68/1699,270/0/0,2.54/2.540001/2.540001
Yashi.X,679/68/1699,270/0/0,2.54/2.540001/2.540001
Yashi.X,712/68/1713,270/0/0,2.54/2.540001/2.540001
Yashi.X,696/68/1713,270/0/0,2.54/2.540001/2.540001
Yashi.X,684/68/1730,270/0/0,2.54/2.540001/2.540001
Yashi.X,701/68/1730,270/0/0,2.54/2.540001/2.540001
Yashi.X,794/68/1720,270/0/0,2.54/2.540001/2.540001
Yashi.X,778/68/1720,270/0/0,2.54/2.540001/2.540001
Yashi.X,789/68/1703,270/0/0,2.54/2.540001/2.540001
Yashi.X,806/68/1703,270/0/0,2.54/2.540001/2.540001
Yashi.X,773/68/1689,270/0/0,2.54/2.540001/2.540001
Yashi.X,756/68/1689,270/0/0,2.54/2.540001/2.540001
Yashi.X,745/68/1707,270/0/0,2.54/2.540001/2.540001
Yashi.X,761/68/1707,270/0/0,2.54/2.540001/2.540001
Yashi.X,737/68/1616,270/0/0,2.54/2.540001/2.540001
Yashi.X,720/68/1616,270/0/0,2.54/2.540001/2.540001
Yashi.X,732/68/1598,270/0/0,2.54/2.540001/2.540001
Yashi.X,748/68/1598,270/0/0,2.54/2.540001/2.540001
Yashi.X,781/68/1612,270/0/0,2.54/2.540001/2.540001
Yashi.X,765/68/1612,270/0/0,2.54/2.540001/2.540001
Yashi.X,753/68/1630,270/0/0,2.54/2.540001/2.540001
Yashi.X,770/68/1630,270/0/0,2.54/2.540001/2.540001
Yashi.X,677/68/1640,270/0/0,2.54/2.540001/2.540001
Yashi.X,660/68/1640,270/0/0,2.54/2.540001/2.540001
Yashi.X,671/68/1622,270/0/0,2.54/2.540001/2.540001
Yashi.X,688/68/1622,270/0/0,2.54/2.540001/2.540001
Yashi.X,655/68/1609,270/0/0,2.54/2.540001/2.540001
Yashi.X,638/68/1609,270/0/0,2.54/2.540001/2.540001
Yashi.X,627/68/1626,270/0/0,2.54/2.540001/2.540001
Yashi.X,644/68/1626,270/0/0,2.54/2.540001/2.540001
Yashi.X,582/68/1579,270/0/0,2.54/2.540001/2.540001
Yashi.X,566/68/1579,270/0/0,2.54/2.540001/2.540001
Yashi.X,577/68/1561,270/0/0,2.54/2.540001/2.540001
Yashi.X,594/68/1561,270/0/0,2.54/2.540001/2.540001
Yashi.X,627/68/1575,270/0/0,2.54/2.540001/2.540001
Yashi.X,610/68/1575,270/0/0,2.54/2.540001/2.540001
Yashi.X,599/68/1593,270/0/0,2.54/2.540001/2.540001
Yashi.X,615/68/1593,270/0/0,2.54/2.540001/2.540001
Yashi.X,708/68/1583,270/0/0,2.54/2.540001/2.540001
Yashi.X,692/68/1583,270/0/0,2.54/2.540001/2.540001
Yashi.X,703/68/1565,270/0/0,2.54/2.540001/2.540001
Yashi.X,720/68/1565,270/0/0,2.54/2.540001/2.540001
Yashi.X,687/68/1551,270/0/0,2.54/2.540001/2.540001
Yashi.X,670/68/1551,270/0/0,2.54/2.540001/2.540001
Yashi.X,659/68/1569,270/0/0,2.54/2.540001/2.540001
Yashi.X,675/68/1569,270/0/0,2.54/2.540001/2.540001
Yashi.X,1688/68/699,270/0/0,2.54/2.540001/2.540001
