name,pos,ang,sca,coll
Building_A.X,-160.9/55.8/547.3,-0.493975/-0.505954/-0.505954/0.493975,1/1.000001/1,0,0
coll,-4.19/6.35/-1.94,0.707107/0.000000/0.000000/0.707107,11.8/4.000002/6.400006,1,1
coll,0.02/1.86/-2.04,0.707107/0.000000/0.000000/0.707107,3.500001/4.000002/4.000003,1,1
coll,-0.86/2.63/-4.72,0.648478/0.281916/-0.281916/0.648478,3.000001/0.5000001/6.000004,1,1
coll,0.78/2.630005/-4.811997,0.649083/-0.279074/0.280282/0.649808,2.800001/0.5000002/6.000005,1,1
coll,-4.19/7.95/-4.69,0.435182/0.000000/0.000000/0.900343,11.8/1/4.800003,1,1
coll,-4.19/4.81/-4.65,-0.435184/0.000000/0.000000/0.900342,11.8/1.000001/4.800004,1,1
Building_A.X,-50.5/55.75/533.9,-0.500000/0.500000/0.500000/0.500000,1/1/1,0,0
coll,-4.19/6.35/-1.94,0.707107/0.000000/0.000000/0.707107,11.8/4/6.400003,1,1
coll,0.02/1.86/-2.04,0.707107/0.000000/0.000000/0.707107,3.500001/4/4.000002,1,1
coll,-0.86/2.63/-4.72,0.648478/0.281916/-0.281916/0.648478,3/0.5000001/6.000001,1,1
coll,0.78/2.630005/-4.811997,0.649083/-0.279074/0.280282/0.649808,2.8/0.5000001/6.000002,1,1
coll,-4.19/7.95/-4.69,0.435182/0.000000/0.000000/0.900343,11.8/1/4.800002,1,1
coll,-4.19/4.81/-4.65,-0.435184/0.000000/0.000000/0.900342,11.8/1/4.800002,1,1
Building_A.X,-50.5/55.75/512.8,-0.500000/0.500000/0.500000/0.500000,1/1/1,0,0
coll,-4.19/6.35/-1.94,0.707107/0.000000/0.000000/0.707107,11.8/4/6.400002,1,1
coll,0.02/1.86/-2.04,0.707107/0.000000/0.000000/0.707107,3.5/4/4.000001,1,1
coll,-0.86/2.63/-4.72,0.648478/0.281916/-0.281916/0.648478,3/0.5000001/6,1,1
coll,0.78/2.630005/-4.811997,0.649083/-0.279074/0.280282/0.649808,2.8/0.5000001/6.000001,1,1
coll,-4.19/7.95/-4.69,0.435182/0.000000/0.000000/0.900343,11.8/1/4.800001,1,1
coll,-4.19/4.81/-4.65,-0.435184/0.000000/0.000000/0.900342,11.8/1/4.800001,1,1
Bridge.X,-257.8849/59.98/638.5284,-0.573007/-0.414323/-0.414323/0.573007,2/2/1,0,0
coll,0/0/0,0.000000/0.000000/0.000000/1.000000,2.8/13/1,1,1
Bridge.X,-246.1/59.98/634.64,-0.573007/-0.414323/-0.414323/0.573007,2/2/1,0,0
coll,0/0/0,0.000000/0.000000/0.000000/1.000000,2.8/13/1,1,1
Bridge.X,-236.1/59.98/631.34,-0.573007/-0.414323/-0.414323/0.573007,2/2/1,0,0
coll,0/0/0,0.000000/0.000000/0.000000/1.000000,2.8/13/1,1,1
Bridge.X,-224.3151/59.98/627.4516,-0.573007/-0.414323/-0.414323/0.573007,2/2/1,0,0
coll,0/0/0,0.000000/0.000000/0.000000/1.000000,2.8/13/1,1,1
fence_a.X,-192.3/62.02/616.6,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-171.3672/61.69/605.9419,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-186.98/61.76/613.891,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-189.6355/61.75/615.2432,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-213.1794/63.1/627.2307,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-200.2312/62.1/620.6379,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-192.4688/60.22/603.2921,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-171.536/59.89/592.634,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-187.1488/59.96/600.5831,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-213.3483/61.3/613.9228,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-200.4/60.3/607.33,0.602854/0.602854/0.369550/0.369550,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.099999/0.2/0.25,1,1
fence_a.X,-166.7/59.89/588.8,0.653003/0.653003/0.271269/0.271269,1/1/1.000001,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3/0.2000001,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.100002/0.2/0.2500001,1,1
fence_a.X,-159.6/59.89/595.9,0.653003/0.653003/0.271269/0.271269,1/1/1.000001,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3/0.2000001,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.100002/0.2/0.2500001,1,1
fence_a.X,-154.5222/59.89/586.1644,0.697606/0.697606/0.115525/0.115525,1.000001/1/1.000001,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3.000002/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3.000002/0.2000001,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.100003/0.2000001/0.2500001,1,1
fence_a.X,-159.95/59.5/579.15,0.697606/0.697606/0.115525/0.115525,1.000001/1/1.000001,0,0
coll,0.493/-0.06/-1.042,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3.000002/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,-0.500000/-0.500000/-0.500000/0.500000,0.2500002/3.000002/0.2000001,1,1
coll,-1.006/0.133/0.082,-0.500000/-0.500000/-0.500000/0.500000,3.100003/0.2000001/0.2500001,1,1
tree.X,-159.77/56.95/576.48,0.707107/0.000000/0.000000/-0.707107,5/5.000001/5.000001,0,0
coll,0/0/0.392,0.000000/0.000000/0.000000/1.000000,0.5/0.5000001/5.000001,0,1
tree.X,-150.61/56.95/578.09,0.707107/0.000000/0.000000/-0.707107,7/7.000002/5.000003,0,0
coll,0/0/0.392,0.000000/0.000000/0.000000/1.000000,0.7/0.7000002/5.000003,0,1
